#
#
#   Lonertzian-smoothed spectral function (both aprticle and hole)
#
#   k = 2.54653 fm^-1      and E_F = -50.9208 MeV
#
#
#    E               A(k,E)           k 

-54.112       2.77354e-05       2.54653
-53.992       2.77966e-05       2.54653
-53.872       2.7858e-05       2.54653
-53.752       2.79196e-05       2.54653
-53.632       2.79814e-05       2.54653
-53.512       2.80435e-05       2.54653
-53.392       2.81058e-05       2.54653
-53.272       2.81683e-05       2.54653
-53.152       2.82311e-05       2.54653
-53.032       2.82941e-05       2.54653
-52.912       2.83573e-05       2.54653
-52.792       2.84208e-05       2.54653
-52.672       2.84845e-05       2.54653
-52.552       2.85484e-05       2.54653
-52.432       2.86126e-05       2.54653
-52.312       2.8677e-05       2.54653
-52.192       2.87417e-05       2.54653
-52.072       2.88066e-05       2.54653
-52.072       0       0


-49.7967       0       0
-49.7967       3.00857e-05       2.54653
-49.6767       3.01558e-05       2.54653
-49.5567       3.02262e-05       2.54653
-49.4367       3.02969e-05       2.54653
-49.3167       3.03679e-05       2.54653
-49.1967       3.04391e-05       2.54653
-49.0767       3.05107e-05       2.54653
-48.9567       3.05825e-05       2.54653
-48.8367       3.06546e-05       2.54653
-48.7167       3.0727e-05       2.54653
-48.5967       3.07997e-05       2.54653
-48.4767       3.08727e-05       2.54653
-48.3567       3.0946e-05       2.54653
-48.2367       3.10196e-05       2.54653
-48.1167       3.10935e-05       2.54653
-47.9967       3.11677e-05       2.54653
-47.8767       3.12422e-05       2.54653
-47.7567       3.1317e-05       2.54653
-47.6367       3.13921e-05       2.54653
-47.5167       3.14675e-05       2.54653
-47.3967       3.15433e-05       2.54653
-47.2767       3.16193e-05       2.54653
-47.1567       3.16957e-05       2.54653
-47.0367       3.17724e-05       2.54653
-46.9167       3.18494e-05       2.54653
-46.7967       3.19268e-05       2.54653
-46.6767       3.20044e-05       2.54653
-46.5567       3.20824e-05       2.54653
-46.4367       3.21608e-05       2.54653
-46.3167       3.22395e-05       2.54653
-46.1967       3.23185e-05       2.54653
-46.0767       3.23978e-05       2.54653
-45.9567       3.24775e-05       2.54653
-45.8367       3.25575e-05       2.54653
-45.7167       3.26379e-05       2.54653
-45.5967       3.27186e-05       2.54653
-45.4767       3.27997e-05       2.54653
-45.3567       3.28812e-05       2.54653
-45.2367       3.2963e-05       2.54653
-45.1167       3.30451e-05       2.54653
-44.9967       3.31276e-05       2.54653
-44.8767       3.32105e-05       2.54653
-44.7567       3.32938e-05       2.54653
-44.6367       3.33774e-05       2.54653
-44.5167       3.34614e-05       2.54653
-44.3967       3.35458e-05       2.54653
-44.2767       3.36305e-05       2.54653
-44.1567       3.37156e-05       2.54653
-44.0367       3.38012e-05       2.54653
-43.9167       3.38871e-05       2.54653
-43.7967       3.39734e-05       2.54653
-43.6767       3.40601e-05       2.54653
-43.5567       3.41472e-05       2.54653
-43.4367       3.42347e-05       2.54653
-43.3167       3.43226e-05       2.54653
-43.1967       3.44109e-05       2.54653
-43.0767       3.44997e-05       2.54653
-42.9567       3.45888e-05       2.54653
-42.8367       3.46784e-05       2.54653
-42.7167       3.47684e-05       2.54653
-42.5967       3.48588e-05       2.54653
-42.4767       3.49496e-05       2.54653
-42.3567       3.50409e-05       2.54653
-42.2367       3.51326e-05       2.54653
-42.1167       3.52248e-05       2.54653
-41.9967       3.53174e-05       2.54653
-41.8767       3.54104e-05       2.54653
-41.7567       3.5504e-05       2.54653
-41.6367       3.55979e-05       2.54653
-41.5167       3.56924e-05       2.54653
-41.3967       3.57872e-05       2.54653
-41.2767       3.58826e-05       2.54653
-41.1567       3.59785e-05       2.54653
-41.0367       3.60748e-05       2.54653
-40.9167       3.61716e-05       2.54653
-40.7967       3.62689e-05       2.54653
-40.6767       3.63667e-05       2.54653
-40.5567       3.6465e-05       2.54653
-40.4367       3.65638e-05       2.54653
-40.3167       3.66631e-05       2.54653
-40.1967       3.67629e-05       2.54653
-40.0767       3.68632e-05       2.54653
-39.9567       3.69641e-05       2.54653
-39.8367       3.70655e-05       2.54653
-39.7167       3.71674e-05       2.54653
-39.5967       3.72699e-05       2.54653
-39.4767       3.73729e-05       2.54653
-39.3567       3.74765e-05       2.54653
-39.2367       3.75806e-05       2.54653
-39.1167       3.76853e-05       2.54653
-38.9967       3.77906e-05       2.54653
-38.8767       3.78964e-05       2.54653
-38.7567       3.80029e-05       2.54653
-38.6367       3.81099e-05       2.54653
-38.5167       3.82175e-05       2.54653
-38.3967       3.83257e-05       2.54653
-38.2767       3.84346e-05       2.54653
-38.1567       3.85441e-05       2.54653
-38.0367       3.86542e-05       2.54653
