#
#
#   Lonertzian-smoothed self-energy (both particle and hole)
#
#   k = 2.27768 fm^-1 (group = 7)     and E_F = -52.0162 MeV
#
#   Sigma^{infty} = 39.6058 MeV
#
#
#    E               Re \Sig(k,E)       Im \Sig(k,E)             k 

-81.98      39.457       4.49298            2.27768
-81.86      39.6622       4.11642            2.27768
-81.74      39.7985       3.74851            2.27768
-81.62      39.8776       3.40011            2.27768
-81.5      39.9113       3.07743            2.27768
-81.38      39.91       2.7832            2.27768
-81.26      39.8826       2.51776            2.27768
-81.14      39.8365       2.27998            2.27768
-81.02      39.7772       2.0679            2.27768
-80.9      39.7092       1.8792            2.27768
-80.78      39.6357       1.71144            2.27768
-80.66      39.5592       1.56229            2.27768
-80.54      39.4814       1.42956            2.27768
-80.42      39.4037       1.31126            2.27768
-80.3      39.3269       1.20564            2.27768
-80.18      39.2517       1.11112            2.27768
-80.06      39.1784       1.02635            2.27768
-79.94      39.1074       0.950146            2.27768
-79.82      39.0388       0.881467            2.27768
-79.7      38.9727       0.819419            2.27768
-79.58      38.9091       0.763224            2.27768
-79.46      38.848       0.712206            2.27768
-79.34      38.7893       0.665778            2.27768
-79.22      38.7329       0.623429            2.27768
-79.1      38.6787       0.584713            2.27768
-78.98      38.6267       0.549241            2.27768
-78.86      38.5768       0.516671            2.27768
-78.74      38.5289       0.486705            2.27768
-78.62      38.4828       0.459079            2.27768
-78.5      38.4384       0.433562            2.27768
-78.38      38.3958       0.40995            2.27768
-78.26      38.3547       0.38806            2.27768
-78.14      38.3151       0.367732            2.27768
-78.02      38.277       0.348824            2.27768
-77.9      38.2402       0.331208            2.27768
-77.78      38.2047       0.31477            2.27768
-77.66      38.1704       0.299409            2.27768
-77.54      38.1372       0.285033            2.27768
-77.42      38.1052       0.271561            2.27768
-77.3      38.0741       0.258918            2.27768
-77.18      38.0441       0.247039            2.27768
-77.06      38.0149       0.235862            2.27768
-76.94      37.9866       0.225335            2.27768
-76.82      37.9592       0.215407            2.27768
-76.7      37.9325       0.206033            2.27768
-76.58      37.9066       0.197174            2.27768
-76.46      37.8815       0.188792            2.27768
-76.34      37.857       0.180852            2.27768
-76.22      37.8331       0.173325            2.27768
-76.1      37.8099       0.166181            2.27768
-75.98      37.7872       0.159395            2.27768
-75.86      37.7651       0.152944            2.27768
-75.74      37.7436       0.146804            2.27768
-75.62      37.7225       0.140957            2.27768
-75.5      37.702       0.135382            2.27768
-75.38      37.6819       0.130065            2.27768
-75.26      37.6623       0.124987            2.27768
-75.14      37.643       0.120136            2.27768
-75.02      37.6242       0.115497            2.27768
-74.9      37.6058       0.111058            2.27768
-74.78      37.5878       0.106806            2.27768
-74.66      37.5701       0.102733            2.27768
-74.54      37.5528       0.0988262            2.27768
-74.42      37.5358       0.0950777            2.27768
-74.3      37.5191       0.0914785            2.27768
-74.18      37.5027       0.0880203            2.27768
-74.06      37.4866       0.0846957            2.27768
-73.94      37.4708       0.0814975            2.27768
-73.82      37.4553       0.0784192            2.27768
-73.7      37.44       0.0754544            2.27768
-73.58      37.425       0.0725975            2.27768
-73.46      37.4102       0.069843            2.27768
-73.34      37.3957       0.0671857            2.27768
-73.22      37.3813       0.0646209            2.27768
-73.1      37.3672       0.062144            2.27768
-72.98      37.3533       0.0597509            2.27768
-72.86      37.3396       0.0574376            2.27768
-72.74      37.3261       0.0552002            2.27768
-72.62      37.3128       0.0530353            2.27768
-72.5      37.2997       0.0509395            2.27768
-72.38      37.2867       0.0489097            2.27768
-72.26      37.2739       0.0469429            2.27768
-72.14      37.2613       0.0450363            2.27768
-72.02      37.2488       0.0431873            2.27768
-71.9      37.2365       0.0413933            2.27768
-71.78      37.2243       0.0396519            2.27768
-71.66      37.2122       0.037961            2.27768
-71.54      37.2003       0.0363183            2.27768
-71.42      37.1886       0.0347219            2.27768
-71.3      37.1769       0.0331698            2.27768
-71.18      37.1654       0.0316602            2.27768
-71.06      37.154       0.0301914            2.27768
-70.94      37.1427       0.0287617            2.27768
-70.82      37.1316       0.0273696            2.27768
-70.7      37.1205       0.0260136            2.27768
-70.58      37.1095       0.0246923            2.27768
-70.46      37.0987       0.0234042            2.27768
-70.34      37.0879       0.0221483            2.27768
-70.22      37.0773       0.0209231            2.27768
-70.1      37.0667       0.0197275            2.27768
-69.98      37.0563       0.0185605            2.27768
-69.86      37.0459       0.017421            2.27768
-69.74      37.0356       0.0163079            2.27768
-69.62      37.0253       0.0152203            2.27768
-69.5      37.0152       0.0141573            2.27768
-69.38      37.0052       0.0131179            2.27768
-69.26      36.9952       0.0121014            2.27768
-69.14      36.9853       0.0111068            2.27768
-69.02      36.9754       0.0101335            2.27768
-68.9      36.9656       0.00918071            2.27768
-68.78      36.9559       0.00824768            2.27768
-68.66      36.9463       0.00733375            2.27768
-68.54      36.9367       0.00643826            2.27768
-68.42      36.9272       0.00556058            2.27768
-68.3      36.9178       0.00470012            2.27768
-68.18      36.9084       0.0038563            2.27768
-68.06      36.899       0.00302855            2.27768
-67.94      36.8897       0.00221636            2.27768
-67.82      36.8805       0.0014192            2.27768
-67.7      36.8713       0.000636578            2.27768
-67.58      36.8622       -0.000131971            2.27768
-67.46      36.8531       -0.000886905            2.27768
-67.34      36.844       -0.00162866            2.27768
-67.22      36.8351       -0.00235766            2.27768
-67.1      36.8261       -0.00307432            2.27768
-66.98      36.8172       -0.00377901            2.27768
-66.86      36.8083       -0.00447213            2.27768
-66.74      36.7995       -0.00515402            2.27768
-66.62      36.7907       -0.00582505            2.27768
-66.5      36.782       -0.00648554            2.27768
-66.38      36.7733       -0.00713583            2.27768
-66.26      36.7646       -0.00777622            2.27768
-66.14      36.7559       -0.00840702            2.27768
-66.02      36.7473       -0.00902853            2.27768
-65.9      36.7388       -0.00964102            2.27768
-65.78      36.7302       -0.0102448            2.27768
