#
#
#   Lonertzian-smoothed HOLE spectral function (both aprticle and hole) as
#  function of momentum and energy
#
#      Range [Emin -:- Ef-] = -282.432  -:-  -58.0449 MeV
#
#      E_F = -50.9208 MeV
#
#
#    k              E               A(k,E)

1.80067    -63.712       0.000750924
1.80067    -63.592       0.000805732
1.80067    -63.472       0.000867184
1.80067    -63.352       0.000936185
1.80067    -63.232       0.00101373
1.80067    -63.112       0.00110089
1.80067    -62.992       0.00119875
1.80067    -62.872       0.00130833
1.80067    -62.752       0.00143045
1.80067    -62.632       0.00156553
1.80067    -62.512       0.00171326
1.80067    -62.392       0.00187214
1.80067    -62.272       0.00203904
1.80067    -62.152       0.00220864
1.80067    -62.032       0.00237309
1.80067    -61.912       0.00252217
1.80067    -61.792       0.00264413
1.80067    -61.672       0.00272751
1.80067    -61.552       0.00276344
1.80067    -61.432       0.0027479
1.80067    -61.312       0.00268279
1.80067    -61.192       0.00257541
1.80067    -61.072       0.00243654
1.80067    -60.952       0.00227808
1.80067    -60.832       0.00211096
1.80067    -60.712       0.00194396
1.80067    -60.592       0.00178329
1.80067    -60.472       0.00163286
1.80067    -60.352       0.00149468
1.80067    -60.232       0.00136945
1.80067    -60.112       0.00125698
1.80067    -59.992       0.00115657
1.80067    -59.872       0.00106725
1.80067    -59.752       0.000987947
1.80067    -59.632       0.000917574
1.80067    -59.512       0.00085511
1.80067    -59.392       0.000799613
1.80067    -59.272       0.000750239
1.80067    -59.152       0.000706236
1.80067    -59.032       0.000666945
1.80067    -58.912       0.000631791
1.80067    -58.792       0.000600272
1.80067    -58.672       0.000571955
1.80067    -58.552       0.00054646
1.80067    -58.432       0.00052346
1.80067    -58.312       0.000502671
1.80067    -58.192       0.000483845
1.80067    -58.072       0.000466766
1.80067    -57.952       0.000451246
1.80067    -57.832       0.000437121
1.80067    -57.712       0.000424246
1.80067    -57.592       0.000412495
1.80067    -57.472       0.000401756
1.80067    -57.352       0.000391932
1.80067    -57.232       0.000382935
1.80067    -57.112       0.000374688
1.80067    -56.992       0.000367124
1.80067    -56.872       0.000360181
1.80067    -56.752       0.000353806
1.80067    -56.632       0.00034795
1.80067    -56.512       0.000342569
1.80067    -56.392       0.000337625
1.80067    -56.272       0.000333084
1.80067    -56.152       0.000328912
1.80067    -56.032       0.000325083
1.80067    -55.912       0.000321571
1.80067    -55.792       0.000318352
1.80067    -55.672       0.000315406
1.80067    -55.552       0.000312712
1.80067    -55.432       0.000310255
1.80067    -55.312       0.000308019
1.80067    -55.192       0.000305988
1.80067    -55.072       0.00030415
1.80067    -54.952       0.000302493
1.80067    -54.832       0.000301005
1.80067    -54.712       0.000299677
1.80067    -54.592       0.0002985
1.80067    -54.472       0.000297465
1.80067    -54.352       0.000296563
1.80067    -54.232       0.000295789
1.80067    -54.112       0.000295135
1.80067    -53.992       0.000294596
1.80067    -53.872       0.000294165
1.80067    -53.752       0.000293838
1.80067    -53.632       0.000293609
1.80067    -53.512       0.000293474
1.80067    -53.392       0.00029343
1.80067    -53.272       0.000293472
1.80067    -53.152       0.000293597
1.80067    -53.032       0.000293801
1.80067    -52.912       0.000294082
1.80067    -52.792       0.000294437
1.80067    -52.672       0.000294862
1.80067    -52.552       0.000295357
1.80067    -52.432       0.000295918
1.80067    -52.312       0.000296544
1.80067    -52.192       0.000297232
1.80067    -52.072       0.000297981


1.97253    -301.432       4.03796e-06
1.97253    -300.732       4.05671e-06
1.97253    -300.032       4.07559e-06
1.97253    -299.332       4.09461e-06
1.97253    -298.632       4.11377e-06
1.97253    -297.932       4.13306e-06
1.97253    -297.232       4.1525e-06
1.97253    -296.532       4.17208e-06
1.97253    -295.832       4.1918e-06
1.97253    -295.132       4.21167e-06
1.97253    -294.432       4.23168e-06
1.97253    -293.732       4.25184e-06
1.97253    -293.032       4.27215e-06
1.97253    -292.332       4.29261e-06
1.97253    -291.632       4.31323e-06
1.97253    -290.932       4.334e-06
1.97253    -290.232       4.35493e-06
1.97253    -289.532       4.37602e-06
1.97253    -288.832       4.39726e-06
1.97253    -288.132       4.41867e-06
1.97253    -287.432       4.44024e-06
1.97253    -286.732       4.46198e-06
1.97253    -286.032       4.48389e-06
1.97253    -285.332       4.50597e-06
1.97253    -284.632       4.52821e-06
1.97253    -283.932       4.55064e-06
1.97253    -283.232       4.57324e-06
1.97253    -282.532       4.59602e-06
1.97253    -281.832       4.61898e-06
1.97253    -281.132       4.64212e-06
1.97253    -280.432       4.66545e-06
1.97253    -279.732       4.68897e-06
1.97253    -279.032       4.71268e-06
1.97253    -278.332       4.73658e-06
1.97253    -277.632       4.76069e-06
1.97253    -276.932       4.78499e-06
1.97253    -276.232       4.80949e-06
1.97253    -275.532       4.8342e-06
1.97253    -274.832       4.85912e-06
1.97253    -274.132       4.88425e-06
1.97253    -273.432       4.9096e-06
1.97253    -272.732       4.93517e-06
1.97253    -272.032       4.96096e-06
1.97253    -271.332       4.98699e-06
1.97253    -270.632       5.01324e-06
1.97253    -269.932       5.03973e-06
1.97253    -269.232       5.06647e-06
1.97253    -268.532       5.09346e-06
1.97253    -267.832       5.1207e-06
1.97253    -267.132       5.1482e-06
1.97253    -266.432       5.17597e-06
1.97253    -265.732       5.20402e-06
1.97253    -265.032       5.23235e-06
1.97253    -264.332       5.26097e-06
1.97253    -263.632       5.2899e-06
1.97253    -262.932       5.31915e-06
1.97253    -262.232       5.34873e-06
1.97253    -261.532       5.37865e-06
1.97253    -260.832       5.40894e-06
1.97253    -260.132       5.43962e-06
1.97253    -259.432       5.47071e-06
1.97253    -258.732       5.50224e-06
1.97253    -258.032       5.53426e-06
1.97253    -257.332       5.56681e-06
1.97253    -256.632       5.59995e-06
1.97253    -255.932       5.63376e-06
1.97253    -255.232       5.66834e-06
1.97253    -254.532       5.70385e-06
1.97253    -253.832       5.74048e-06
1.97253    -253.132       5.77852e-06
1.97253    -252.432       5.81843e-06
1.97253    -251.732       5.86094e-06
1.97253    -251.032       5.90731e-06
1.97253    -250.332       5.95991e-06
1.97253    -249.632       6.02355e-06
1.97253    -248.932       6.10814e-06
1.97253    -248.232       6.22651e-06
1.97253    -247.532       6.34259e-06
1.97253    -246.832       6.39764e-06
1.97253    -246.132       6.49892e-06
1.97253    -245.432       6.73461e-06
1.97253    -244.732       7.12878e-06
1.97253    -244.032       7.3133e-06
1.97253    -243.332       7.07511e-06
1.97253    -242.632       6.94193e-06
1.97253    -241.932       7.0047e-06
1.97253    -241.232       7.04237e-06
1.97253    -240.532       6.97801e-06
1.97253    -239.832       7.00948e-06
1.97253    -239.132       7.09799e-06
1.97253    -238.432       7.08969e-06
1.97253    -237.732       7.07433e-06
1.97253    -237.032       7.15805e-06
1.97253    -236.332       7.36868e-06
1.97253    -235.632       7.73606e-06
1.97253    -234.932       8.18355e-06
1.97253    -234.232       8.83415e-06
1.97253    -233.532       1.004e-05
1.97253    -232.832       1.10883e-05
1.97253    -232.132       1.04425e-05
1.97253    -231.432       9.05722e-06
1.97253    -230.732       8.23814e-06
1.97253    -230.032       7.86203e-06
1.97253    -229.332       7.72371e-06
1.97253    -228.632       7.69885e-06
1.97253    -227.932       7.6326e-06
1.97253    -227.232       7.55336e-06
1.97253    -226.532       7.52657e-06
1.97253    -225.832       7.54135e-06
1.97253    -225.132       7.58903e-06
1.97253    -224.432       7.67646e-06
1.97253    -223.732       7.82374e-06
1.97253    -223.032       7.98665e-06
1.97253    -222.332       7.9768e-06
1.97253    -221.632       7.90497e-06
1.97253    -220.932       7.8952e-06
1.97253    -220.232       7.93679e-06
1.97253    -219.532       8.00625e-06
1.97253    -218.832       8.05299e-06
1.97253    -218.132       8.08428e-06
1.97253    -217.432       8.13305e-06
1.97253    -216.732       8.19744e-06
1.97253    -216.032       8.27291e-06
1.97253    -215.332       8.35787e-06
1.97253    -214.632       8.45262e-06
1.97253    -213.932       8.5588e-06
1.97253    -213.232       8.67952e-06
1.97253    -212.532       8.8202e-06
1.97253    -211.832       8.99015e-06
1.97253    -211.132       9.20136e-06
1.97253    -210.432       9.45976e-06
1.97253    -209.732       9.79908e-06
1.97253    -209.032       1.02309e-05
1.97253    -208.332       1.07662e-05
1.97253    -207.632       1.1676e-05
1.97253    -206.932       1.32104e-05
1.97253    -206.232       1.48802e-05
1.97253    -205.532       1.65354e-05
1.97253    -204.832       1.9099e-05
1.97253    -204.132       1.9974e-05
1.97253    -203.432       1.95453e-05
1.97253    -202.732       1.98366e-05
1.97253    -202.032       1.98917e-05
1.97253    -201.332       1.90936e-05
1.97253    -200.632       1.8799e-05
1.97253    -199.932       1.96141e-05
1.97253    -199.232       2.17789e-05
1.97253    -198.532       2.52361e-05
1.97253    -197.832       2.94023e-05
1.97253    -197.132       3.17594e-05
1.97253    -196.432       3.62206e-05
1.97253    -195.732       4.14043e-05
1.97253    -195.032       3.89683e-05
1.97253    -194.332       3.20245e-05
1.97253    -193.632       2.68962e-05
1.97253    -192.932       2.45943e-05
1.97253    -192.232       2.29761e-05
1.97253    -191.532       2.08208e-05
1.97253    -190.832       1.99324e-05
1.97253    -190.132       1.88749e-05
1.97253    -189.432       1.72259e-05
1.97253    -188.732       1.61507e-05
1.97253    -188.032       1.57835e-05
1.97253    -187.332       1.54062e-05
1.97253    -186.632       1.46856e-05
1.97253    -185.932       1.39375e-05
1.97253    -185.232       1.35701e-05
1.97253    -184.532       1.36819e-05
1.97253    -183.832       1.43703e-05
1.97253    -183.132       1.54802e-05
1.97253    -182.432       1.55861e-05
1.97253    -181.732       1.47941e-05
1.97253    -181.032       1.43373e-05
1.97253    -180.332       1.40856e-05
1.97253    -179.632       1.39868e-05
1.97253    -178.932       1.42474e-05
1.97253    -178.232       1.49707e-05
1.97253    -177.532       1.6224e-05
1.97253    -176.832       1.78516e-05
1.97253    -176.132       1.99863e-05
1.97253    -175.432       2.13102e-05
1.97253    -174.732       2.16404e-05
1.97253    -174.032       2.24597e-05
1.97253    -173.332       2.17941e-05
1.97253    -172.632       1.94025e-05
1.97253    -171.932       1.77212e-05
1.97253    -171.232       1.70366e-05
1.97253    -170.532       1.69932e-05
1.97253    -169.832       1.72459e-05
1.97253    -169.132       1.80781e-05
1.97253    -168.432       1.98978e-05
1.97253    -167.732       2.25601e-05
1.97253    -167.032       2.46696e-05
1.97253    -166.332       2.64588e-05
1.97253    -165.632       2.7625e-05
1.97253    -164.932       2.69725e-05
1.97253    -164.232       2.76833e-05
1.97253    -163.532       3.26049e-05
1.97253    -162.832       4.31192e-05
1.97253    -162.132       5.42788e-05
1.97253    -161.432       5.23598e-05
1.97253    -160.732       4.0142e-05
1.97253    -160.032       3.20985e-05
1.97253    -159.332       2.94808e-05
1.97253    -158.632       3.06716e-05
1.97253    -157.932       3.01108e-05
1.97253    -157.232       2.56012e-05
1.97253    -156.532       2.22792e-05
1.97253    -155.832       2.05908e-05
1.97253    -155.132       1.97802e-05
1.97253    -154.432       1.94372e-05
1.97253    -153.732       1.93818e-05
1.97253    -153.032       1.95432e-05
1.97253    -152.332       1.99158e-05
1.97253    -151.632       2.05549e-05
1.97253    -150.932       2.15686e-05
1.97253    -150.232       2.30876e-05
1.97253    -149.532       2.51614e-05
1.97253    -148.832       2.6769e-05
1.97253    -148.132       2.86341e-05
1.97253    -147.432       3.14825e-05
1.97253    -146.732       3.58761e-05
1.97253    -146.032       4.04257e-05
1.97253    -145.332       3.92873e-05
1.97253    -144.632       3.87483e-05
1.97253    -143.932       4.29724e-05
1.97253    -143.232       5.12467e-05
1.97253    -142.532       6.23693e-05
1.97253    -141.832       7.56495e-05
1.97253    -141.132       8.13768e-05
1.97253    -140.432       8.57282e-05
1.97253    -139.732       0.000100242
1.97253    -139.032       0.000119153
1.97253    -138.332       0.000134713
1.97253    -137.632       0.000131907
1.97253    -136.932       0.00010791
1.97253    -136.232       9.30664e-05
1.97253    -135.532       8.57938e-05
1.97253    -134.832       8.17232e-05
1.97253    -134.132       7.71494e-05
1.97253    -133.432       7.1752e-05
1.97253    -132.732       6.86642e-05
1.97253    -132.032       6.9462e-05
1.97253    -131.332       6.99586e-05
1.97253    -130.632       6.65187e-05
1.97253    -129.932       5.78073e-05
1.97253    -129.232       5.02821e-05
1.97253    -128.532       4.45651e-05
1.97253    -127.832       4.04731e-05
1.97253    -127.132       3.86039e-05
1.97253    -126.432       3.76969e-05
1.97253    -125.732       3.61921e-05
1.97253    -125.032       3.49529e-05
1.97253    -124.332       3.50205e-05
1.97253    -123.632       3.64879e-05
1.97253    -122.932       3.96593e-05
1.97253    -122.232       4.56086e-05
1.97253    -121.532       5.67875e-05
1.97253    -120.832       7.80099e-05
1.97253    -120.132       0.000111804
1.97253    -119.432       0.000124402
1.97253    -118.732       9.52335e-05
1.97253    -118.032       7.11309e-05
1.97253    -117.332       6.23188e-05
1.97253    -116.632       5.74647e-05
1.97253    -115.932       4.84354e-05
1.97253    -115.232       4.15912e-05
1.97253    -114.532       3.78677e-05
1.97253    -113.832       3.58706e-05
1.97253    -113.132       3.47875e-05
1.97253    -112.432       3.42316e-05
1.97253    -111.732       3.4012e-05
1.97253    -111.032       3.40297e-05
1.97253    -110.332       3.4234e-05
1.97253    -109.632       3.46036e-05
1.97253    -108.932       3.514e-05
1.97253    -108.232       3.58698e-05
1.97253    -107.532       3.68465e-05
1.97253    -106.832       3.80945e-05
1.97253    -106.132       3.96656e-05
1.97253    -105.432       4.19271e-05
1.97253    -104.732       4.5259e-05
1.97253    -104.032       5.01883e-05
1.97253    -103.332       5.88171e-05
1.97253    -102.632       7.45429e-05
1.97253    -101.932       9.64586e-05
1.97253    -101.232       0.000103525
1.97253    -100.532       9.41017e-05
1.97253    -99.832       9.36803e-05
1.97253    -99.132       9.62715e-05
1.97253    -98.432       9.35944e-05
1.97253    -97.732       9.28292e-05
1.97253    -97.032       8.25628e-05
1.97253    -96.332       7.02752e-05
1.97253    -95.632       6.52064e-05
1.97253    -94.932       6.34917e-05
1.97253    -94.232       5.96535e-05
1.97253    -93.532       5.64638e-05
1.97253    -92.832       5.56687e-05
1.97253    -92.132       5.65282e-05
1.97253    -91.432       5.7293e-05
1.97253    -90.732       5.78392e-05
1.97253    -90.032       5.93739e-05
1.97253    -89.332       6.20377e-05
1.97253    -88.632       6.59411e-05
1.97253    -87.932       7.14946e-05
1.97253    -87.232       7.95467e-05
1.97253    -86.532       9.17376e-05
1.97253    -85.832       0.000111364
1.97253    -85.132       0.000145494
1.97253    -84.432       0.000209935
1.97253    -83.732       0.000334407
1.97253    -83.032       0.000501773
1.97253    -82.332       0.000479116
1.97253    -81.632       0.000310174
1.97253    -80.932       0.000199834
1.97253    -80.232       0.00014395
1.97253    -79.532       0.000114705
1.97253    -78.832       9.83051e-05
1.97253    -78.712       9.62707e-05
1.97253    -78.592       9.44065e-05
1.97253    -78.472       9.26961e-05
1.97253    -78.352       9.11252e-05
1.97253    -78.232       8.96808e-05
1.97253    -78.112       8.83514e-05
1.97253    -77.992       8.7127e-05
1.97253    -77.872       8.59984e-05
1.97253    -77.752       8.49575e-05
1.97253    -77.632       8.39969e-05
1.97253    -77.512       8.31101e-05
1.97253    -77.392       8.22912e-05
1.97253    -77.272       8.15349e-05
1.97253    -77.152       8.08363e-05
1.97253    -77.032       8.01912e-05
1.97253    -76.912       7.95954e-05
1.97253    -76.792       7.90455e-05
1.97253    -76.672       7.85382e-05
1.97253    -76.552       7.80705e-05
1.97253    -76.432       7.76396e-05
1.97253    -76.312       7.72432e-05
1.97253    -76.192       7.68789e-05
1.97253    -76.072       7.65447e-05
1.97253    -75.952       7.62387e-05
1.97253    -75.832       7.5959e-05
1.97253    -75.712       7.57042e-05
1.97253    -75.592       7.54726e-05
1.97253    -75.472       7.5263e-05
1.97253    -75.352       7.50741e-05
1.97253    -75.232       7.49046e-05
1.97253    -75.112       7.47536e-05
1.97253    -74.992       7.462e-05
1.97253    -74.872       7.45029e-05
1.97253    -74.752       7.44014e-05
1.97253    -74.632       7.43148e-05
1.97253    -74.512       7.42422e-05
1.97253    -74.392       7.4183e-05
1.97253    -74.272       7.41366e-05
1.97253    -74.152       7.41024e-05
1.97253    -74.032       7.40797e-05
1.97253    -73.912       7.40681e-05
1.97253    -73.792       7.40671e-05
1.97253    -73.672       7.40762e-05
1.97253    -73.552       7.4095e-05
1.97253    -73.432       7.41231e-05
1.97253    -73.312       7.41602e-05
1.97253    -73.192       7.42058e-05
1.97253    -73.072       7.42596e-05
1.97253    -72.952       7.43214e-05
1.97253    -72.832       7.43909e-05
1.97253    -72.712       7.44677e-05
1.97253    -72.592       7.45516e-05
1.97253    -72.472       7.46424e-05
1.97253    -72.352       7.47399e-05
1.97253    -72.232       7.48438e-05
1.97253    -72.112       7.4954e-05
1.97253    -71.992       7.50702e-05
1.97253    -71.872       7.51924e-05
1.97253    -71.752       7.53202e-05
1.97253    -71.632       7.54536e-05
1.97253    -71.512       7.55924e-05
1.97253    -71.392       7.57365e-05
1.97253    -71.272       7.58857e-05
1.97253    -71.152       7.60399e-05
1.97253    -71.032       7.61991e-05
1.97253    -70.912       7.6363e-05
1.97253    -70.792       7.65317e-05
1.97253    -70.672       7.67049e-05
1.97253    -70.552       7.68827e-05
1.97253    -70.432       7.70649e-05
1.97253    -70.312       7.72514e-05
1.97253    -70.192       7.74422e-05
1.97253    -70.072       7.76372e-05
1.97253    -69.952       7.78364e-05
1.97253    -69.832       7.80396e-05
1.97253    -69.712       7.82469e-05
1.97253    -69.592       7.84581e-05
1.97253    -69.472       7.86732e-05
1.97253    -69.352       7.88922e-05
1.97253    -69.232       7.9115e-05
1.97253    -69.112       7.93416e-05
1.97253    -68.992       7.9572e-05
1.97253    -68.872       7.98061e-05
1.97253    -68.752       8.00439e-05
1.97253    -68.632       8.02853e-05
1.97253    -68.512       8.05304e-05
1.97253    -68.392       8.0779e-05
1.97253    -68.272       8.10313e-05
1.97253    -68.152       8.12871e-05
1.97253    -68.032       8.15465e-05
1.97253    -67.912       8.18095e-05
1.97253    -67.792       8.20759e-05
1.97253    -67.672       8.23459e-05
1.97253    -67.552       8.26194e-05
1.97253    -67.432       8.28964e-05
1.97253    -67.312       8.31769e-05
1.97253    -67.192       8.34609e-05
1.97253    -67.072       8.37485e-05
1.97253    -66.952       8.40395e-05
1.97253    -66.832       8.4334e-05
1.97253    -66.712       8.4632e-05
1.97253    -66.592       8.49336e-05
1.97253    -66.472       8.52387e-05
1.97253    -66.352       8.55473e-05
1.97253    -66.232       8.58595e-05
1.97253    -66.112       8.61753e-05
1.97253    -65.992       8.64946e-05
1.97253    -65.872       8.68175e-05
1.97253    -65.752       8.7144e-05
1.97253    -65.632       8.74742e-05
1.97253    -65.512       8.7808e-05
1.97253    -65.392       8.81455e-05
1.97253    -65.272       8.84867e-05
1.97253    -65.152       8.88317e-05
1.97253    -65.032       8.91803e-05
1.97253    -64.912       8.95328e-05
1.97253    -64.792       8.98891e-05
1.97253    -64.672       9.02492e-05
1.97253    -64.552       9.06132e-05
1.97253    -64.432       9.09811e-05
1.97253    -64.312       9.1353e-05
1.97253    -64.192       9.17289e-05
1.97253    -64.072       9.21088e-05
1.97253    -63.952       9.24927e-05
1.97253    -63.832       9.28808e-05
1.97253    -63.712       9.32731e-05
1.97253    -63.592       9.36695e-05
1.97253    -63.472       9.40702e-05
1.97253    -63.352       9.44752e-05
1.97253    -63.232       9.48846e-05
1.97253    -63.112       9.52984e-05
1.97253    -62.992       9.57166e-05
1.97253    -62.872       9.61394e-05
1.97253    -62.752       9.65667e-05
1.97253    -62.632       9.69988e-05
1.97253    -62.512       9.74355e-05
1.97253    -62.392       9.7877e-05
1.97253    -62.272       9.83233e-05
1.97253    -62.152       9.87746e-05
1.97253    -62.032       9.92308e-05
1.97253    -61.912       9.96922e-05
1.97253    -61.792       0.000100159
1.97253    -61.672       0.00010063
1.97253    -61.552       0.000101107
1.97253    -61.432       0.00010159
1.97253    -61.312       0.000102078
1.97253    -61.192       0.000102571
1.97253    -61.072       0.00010307
1.97253    -60.952       0.000103575
1.97253    -60.832       0.000104086
1.97253    -60.712       0.000104603
1.97253    -60.592       0.000105125
1.97253    -60.472       0.000105654
1.97253    -60.352       0.00010619
1.97253    -60.232       0.000106731
1.97253    -60.112       0.00010728
1.97253    -59.992       0.000107835
1.97253    -59.872       0.000108396
1.97253    -59.752       0.000108965
1.97253    -59.632       0.000109541
1.97253    -59.512       0.000110124
1.97253    -59.392       0.000110714
1.97253    -59.272       0.000111312
1.97253    -59.152       0.000111918
1.97253    -59.032       0.000112531
1.97253    -58.912       0.000113153
1.97253    -58.792       0.000113782
1.97253    -58.672       0.00011442
1.97253    -58.552       0.000115067
1.97253    -58.432       0.000115722
1.97253    -58.312       0.000116387
1.97253    -58.192       0.00011706
1.97253    -58.072       0.000117743
1.97253    -57.952       0.000118436
1.97253    -57.832       0.000119138
1.97253    -57.712       0.000119851
1.97253    -57.592       0.000120574
1.97253    -57.472       0.000121308
1.97253    -57.352       0.000122052
1.97253    -57.232       0.000122808
1.97253    -57.112       0.000123575
1.97253    -56.992       0.000124354
1.97253    -56.872       0.000125145
1.97253    -56.752       0.000125949
1.97253    -56.632       0.000126765
1.97253    -56.512       0.000127595
1.97253    -56.392       0.000128438
1.97253    -56.272       0.000129295
1.97253    -56.152       0.000130166
1.97253    -56.032       0.000131053
1.97253    -55.912       0.000131954
1.97253    -55.792       0.000132871
1.97253    -55.672       0.000133804
1.97253    -55.552       0.000134754
1.97253    -55.432       0.000135721
1.97253    -55.312       0.000136706
1.97253    -55.192       0.000137709
1.97253    -55.072       0.000138731
1.97253    -54.952       0.000139773
1.97253    -54.832       0.000140835
1.97253    -54.712       0.000141918
1.97253    -54.592       0.000143022
1.97253    -54.472       0.000144149
1.97253    -54.352       0.0001453
1.97253    -54.232       0.000146474
1.97253    -54.112       0.000147673
1.97253    -53.992       0.000148898
1.97253    -53.872       0.00015015
1.97253    -53.752       0.00015143
1.97253    -53.632       0.000152739
1.97253    -53.512       0.000154078
1.97253    -53.392       0.000155448
1.97253    -53.272       0.000156851
1.97253    -53.152       0.000158288
1.97253    -53.032       0.00015976
1.97253    -52.912       0.000161269
1.97253    -52.792       0.000162817
1.97253    -52.672       0.000164405
1.97253    -52.552       0.000166034
1.97253    -52.432       0.000167708
1.97253    -52.312       0.000169427
1.97253    -52.192       0.000171194
1.97253    -52.072       0.000173011


2.27768    -301.432       3.32902e-06
2.27768    -300.732       3.34299e-06
2.27768    -300.032       3.35706e-06
2.27768    -299.332       3.37121e-06
2.27768    -298.632       3.38546e-06
2.27768    -297.932       3.3998e-06
2.27768    -297.232       3.41423e-06
2.27768    -296.532       3.42876e-06
2.27768    -295.832       3.44338e-06
2.27768    -295.132       3.45811e-06
2.27768    -294.432       3.47292e-06
2.27768    -293.732       3.48784e-06
2.27768    -293.032       3.50286e-06
2.27768    -292.332       3.51798e-06
2.27768    -291.632       3.5332e-06
2.27768    -290.932       3.54852e-06
2.27768    -290.232       3.56395e-06
2.27768    -289.532       3.57948e-06
2.27768    -288.832       3.59512e-06
2.27768    -288.132       3.61086e-06
2.27768    -287.432       3.62672e-06
2.27768    -286.732       3.64268e-06
2.27768    -286.032       3.65876e-06
2.27768    -285.332       3.67495e-06
2.27768    -284.632       3.69125e-06
2.27768    -283.932       3.70766e-06
2.27768    -283.232       3.7242e-06
2.27768    -282.532       3.74085e-06
2.27768    -281.832       3.75762e-06
2.27768    -281.132       3.77451e-06
2.27768    -280.432       3.79153e-06
2.27768    -279.732       3.80866e-06
2.27768    -279.032       3.82593e-06
2.27768    -278.332       3.84332e-06
2.27768    -277.632       3.86085e-06
2.27768    -276.932       3.8785e-06
2.27768    -276.232       3.89629e-06
2.27768    -275.532       3.91422e-06
2.27768    -274.832       3.93229e-06
2.27768    -274.132       3.95049e-06
2.27768    -273.432       3.96885e-06
2.27768    -272.732       3.98735e-06
2.27768    -272.032       4.006e-06
2.27768    -271.332       4.02481e-06
2.27768    -270.632       4.04377e-06
2.27768    -269.932       4.0629e-06
2.27768    -269.232       4.0822e-06
2.27768    -268.532       4.10168e-06
2.27768    -267.832       4.12133e-06
2.27768    -267.132       4.14118e-06
2.27768    -266.432       4.16123e-06
2.27768    -265.732       4.18148e-06
2.27768    -265.032       4.20196e-06
2.27768    -264.332       4.22269e-06
2.27768    -263.632       4.24368e-06
2.27768    -262.932       4.26496e-06
2.27768    -262.232       4.28657e-06
2.27768    -261.532       4.30858e-06
2.27768    -260.832       4.33104e-06
2.27768    -260.132       4.35409e-06
2.27768    -259.432       4.37791e-06
2.27768    -258.732       4.40278e-06
2.27768    -258.032       4.42924e-06
2.27768    -257.332       4.45828e-06
2.27768    -256.632       4.4919e-06
2.27768    -255.932       4.53453e-06
2.27768    -255.232       4.59527e-06
2.27768    -254.532       4.6798e-06
2.27768    -253.832       4.73005e-06
2.27768    -253.132       4.71342e-06
2.27768    -252.432       4.71694e-06
2.27768    -251.732       4.76342e-06
2.27768    -251.032       4.82973e-06
2.27768    -250.332       4.83169e-06
2.27768    -249.632       4.80262e-06
2.27768    -248.932       4.79814e-06
2.27768    -248.232       4.81317e-06
2.27768    -247.532       4.84009e-06
2.27768    -246.832       4.87653e-06
2.27768    -246.132       4.92378e-06
2.27768    -245.432       4.98806e-06
2.27768    -244.732       5.0844e-06
2.27768    -244.032       5.23953e-06
2.27768    -243.332       5.43299e-06
2.27768    -242.632       5.48904e-06
2.27768    -241.932       5.50828e-06
2.27768    -241.232       5.6871e-06
2.27768    -240.532       6.05279e-06
2.27768    -239.832       6.31962e-06
2.27768    -239.132       6.0857e-06
2.27768    -238.432       5.81046e-06
2.27768    -237.732       5.71904e-06
2.27768    -237.032       5.77735e-06
2.27768    -236.332       5.99914e-06
2.27768    -235.632       6.44907e-06
2.27768    -234.932       6.9002e-06
2.27768    -234.232       6.88988e-06
2.27768    -233.532       7.02903e-06
2.27768    -232.832       7.69996e-06
2.27768    -232.132       8.17511e-06
2.27768    -231.432       7.43853e-06
2.27768    -230.732       6.63934e-06
2.27768    -230.032       6.24365e-06
2.27768    -229.332       6.11366e-06
2.27768    -228.632       6.08392e-06
2.27768    -227.932       5.96736e-06
2.27768    -227.232       5.84992e-06
2.27768    -226.532       5.79136e-06
2.27768    -225.832       5.76983e-06
2.27768    -225.132       5.76813e-06
2.27768    -224.432       5.77779e-06
2.27768    -223.732       5.79462e-06
2.27768    -223.032       5.81634e-06
2.27768    -222.332       5.84166e-06
2.27768    -221.632       5.86978e-06
2.27768    -220.932       5.90022e-06
2.27768    -220.232       5.93269e-06
2.27768    -219.532       5.96701e-06
2.27768    -218.832       6.00311e-06
2.27768    -218.132       6.04098e-06
2.27768    -217.432       6.0807e-06
2.27768    -216.732       6.12243e-06
2.27768    -216.032       6.16641e-06
2.27768    -215.332       6.21304e-06
2.27768    -214.632       6.26291e-06
2.27768    -213.932       6.31691e-06
2.27768    -213.232       6.37657e-06
2.27768    -212.532       6.4445e-06
2.27768    -211.832       6.52575e-06
2.27768    -211.132       6.63069e-06
2.27768    -210.432       6.77922e-06
2.27768    -209.732       6.97821e-06
2.27768    -209.032       7.13509e-06
2.27768    -208.332       7.24108e-06
2.27768    -207.632       7.30616e-06
2.27768    -206.932       7.41742e-06
2.27768    -206.232       7.69003e-06
2.27768    -205.532       8.17567e-06
2.27768    -204.832       8.76918e-06
2.27768    -204.132       9.39668e-06
2.27768    -203.432       1.00375e-05
2.27768    -202.732       1.07779e-05
2.27768    -202.032       1.10026e-05
2.27768    -201.332       1.07861e-05
2.27768    -200.632       1.08921e-05
2.27768    -199.932       1.20811e-05
2.27768    -199.232       1.48767e-05
2.27768    -198.532       1.77372e-05
2.27768    -197.832       1.64288e-05
2.27768    -197.132       1.39831e-05
2.27768    -196.432       1.31597e-05
2.27768    -195.732       1.40567e-05
2.27768    -195.032       1.58338e-05
