#
#
#   Lonertzian-smoothed spectral function (both aprticle and hole)
#
#   k = 2.27768 fm^-1      and E_F = -50.9208 MeV
#
#
#    E               A(k,E)           k 

-66.112       3.86951e-05       2.27768
-65.992       3.87819e-05       2.27768
-65.872       3.88692e-05       2.27768
-65.752       3.89572e-05       2.27768
-65.632       3.90457e-05       2.27768
-65.512       3.91348e-05       2.27768
-65.392       3.92246e-05       2.27768
-65.272       3.93149e-05       2.27768
-65.152       3.94058e-05       2.27768
-65.032       3.94972e-05       2.27768
-64.912       3.95893e-05       2.27768
-64.792       3.96819e-05       2.27768
-64.672       3.97751e-05       2.27768
-64.552       3.98689e-05       2.27768
-64.432       3.99632e-05       2.27768
-64.312       4.00582e-05       2.27768
-64.192       4.01536e-05       2.27768
-64.072       4.02497e-05       2.27768
-63.952       4.03463e-05       2.27768
-63.832       4.04435e-05       2.27768
-63.712       4.05413e-05       2.27768
-63.592       4.06396e-05       2.27768
-63.472       4.07385e-05       2.27768
-63.352       4.0838e-05       2.27768
-63.232       4.0938e-05       2.27768
-63.112       4.10386e-05       2.27768
-62.992       4.11397e-05       2.27768
-62.872       4.12414e-05       2.27768
-62.752       4.13437e-05       2.27768
-62.632       4.14466e-05       2.27768
-62.512       4.155e-05       2.27768
-62.392       4.1654e-05       2.27768
-62.272       4.17585e-05       2.27768
-62.152       4.18636e-05       2.27768
-62.032       4.19693e-05       2.27768
-61.912       4.20755e-05       2.27768
-61.792       4.21824e-05       2.27768
-61.672       4.22898e-05       2.27768
-61.552       4.23977e-05       2.27768
-61.432       4.25063e-05       2.27768
-61.312       4.26154e-05       2.27768
-61.192       4.2725e-05       2.27768
-61.072       4.28353e-05       2.27768
-60.952       4.29461e-05       2.27768
-60.832       4.30576e-05       2.27768
-60.712       4.31696e-05       2.27768
-60.592       4.32821e-05       2.27768
-60.472       4.33953e-05       2.27768
-60.352       4.35091e-05       2.27768
-60.232       4.36234e-05       2.27768
-60.112       4.37383e-05       2.27768
-59.992       4.38539e-05       2.27768
-59.872       4.397e-05       2.27768
-59.752       4.40867e-05       2.27768
-59.632       4.4204e-05       2.27768
-59.512       4.43219e-05       2.27768
-59.392       4.44405e-05       2.27768
-59.272       4.45596e-05       2.27768
-59.152       4.46793e-05       2.27768
-59.032       4.47997e-05       2.27768
-58.912       4.49206e-05       2.27768
-58.792       4.50422e-05       2.27768
-58.672       4.51644e-05       2.27768
-58.552       4.52872e-05       2.27768
-58.432       4.54106e-05       2.27768
-58.312       4.55347e-05       2.27768
-58.192       4.56594e-05       2.27768
-58.072       4.57847e-05       2.27768
-57.952       4.59107e-05       2.27768
-57.832       4.60373e-05       2.27768
-57.712       4.61645e-05       2.27768
-57.592       4.62924e-05       2.27768
-57.472       4.64209e-05       2.27768
-57.352       4.65501e-05       2.27768
-57.232       4.668e-05       2.27768
-57.112       4.68105e-05       2.27768
-56.992       4.69416e-05       2.27768
-56.872       4.70735e-05       2.27768
-56.752       4.7206e-05       2.27768
-56.632       4.73391e-05       2.27768
-56.512       4.7473e-05       2.27768
-56.392       4.76075e-05       2.27768
-56.272       4.77427e-05       2.27768
-56.152       4.78786e-05       2.27768
-56.032       4.80152e-05       2.27768
-55.912       4.81524e-05       2.27768
-55.792       4.82904e-05       2.27768
-55.672       4.84291e-05       2.27768
-55.552       4.85685e-05       2.27768
-55.432       4.87086e-05       2.27768
-55.312       4.88494e-05       2.27768
-55.192       4.89909e-05       2.27768
-55.072       4.91332e-05       2.27768
-54.952       4.92762e-05       2.27768
-54.832       4.94199e-05       2.27768
-54.712       4.95644e-05       2.27768
-54.592       4.97096e-05       2.27768
-54.472       4.98555e-05       2.27768
-54.352       5.00022e-05       2.27768
-54.232       5.01497e-05       2.27768
-54.112       5.02979e-05       2.27768
-53.992       5.04469e-05       2.27768
-53.872       5.05966e-05       2.27768
-53.752       5.07471e-05       2.27768
-53.632       5.08985e-05       2.27768
-53.512       5.10506e-05       2.27768
-53.392       5.12034e-05       2.27768
-53.272       5.13571e-05       2.27768
-53.152       5.15116e-05       2.27768
-53.032       5.16669e-05       2.27768
-52.912       5.1823e-05       2.27768
-52.792       5.19799e-05       2.27768
-52.672       5.21377e-05       2.27768
-52.552       5.22962e-05       2.27768
-52.432       5.24557e-05       2.27768
-52.312       5.26159e-05       2.27768
-52.192       5.2777e-05       2.27768
-52.072       5.2939e-05       2.27768
-52.072       0       0


-49.7967       0       0
-49.7967       5.61793e-05       2.27768
-49.6767       5.63596e-05       2.27768
-49.5567       5.65409e-05       2.27768
-49.4367       5.67233e-05       2.27768
-49.3167       5.69066e-05       2.27768
-49.1967       5.70909e-05       2.27768
-49.0767       5.72763e-05       2.27768
-48.9567       5.74627e-05       2.27768
-48.8367       5.76501e-05       2.27768
-48.7167       5.78386e-05       2.27768
-48.5967       5.80282e-05       2.27768
-48.4767       5.82188e-05       2.27768
-48.3567       5.84105e-05       2.27768
-48.2367       5.86033e-05       2.27768
-48.1167       5.87972e-05       2.27768
-47.9967       5.89921e-05       2.27768
-47.8767       5.91882e-05       2.27768
-47.7567       5.93854e-05       2.27768
-47.6367       5.95837e-05       2.27768
-47.5167       5.97832e-05       2.27768
-47.3967       5.99838e-05       2.27768
-47.2767       6.01856e-05       2.27768
-47.1567       6.03886e-05       2.27768
-47.0367       6.05927e-05       2.27768
-46.9167       6.0798e-05       2.27768
-46.7967       6.10045e-05       2.27768
-46.6767       6.12122e-05       2.27768
-46.5567       6.14211e-05       2.27768
-46.4367       6.16313e-05       2.27768
-46.3167       6.18427e-05       2.27768
-46.1967       6.20553e-05       2.27768
-46.0767       6.22692e-05       2.27768
-45.9567       6.24844e-05       2.27768
-45.8367       6.27008e-05       2.27768
-45.7167       6.29186e-05       2.27768
-45.5967       6.31376e-05       2.27768
-45.4767       6.3358e-05       2.27768
-45.3567       6.35797e-05       2.27768
-45.2367       6.38027e-05       2.27768
-45.1167       6.40271e-05       2.27768
-44.9967       6.42529e-05       2.27768
-44.8767       6.448e-05       2.27768
-44.7567       6.47085e-05       2.27768
-44.6367       6.49384e-05       2.27768
-44.5167       6.51697e-05       2.27768
-44.3967       6.54025e-05       2.27768
-44.2767       6.56367e-05       2.27768
-44.1567       6.58723e-05       2.27768
-44.0367       6.61095e-05       2.27768
-43.9167       6.63481e-05       2.27768
-43.7967       6.65881e-05       2.27768
-43.6767       6.68297e-05       2.27768
-43.5567       6.70729e-05       2.27768
-43.4367       6.73175e-05       2.27768
-43.3167       6.75637e-05       2.27768
-43.1967       6.78115e-05       2.27768
-43.0767       6.80609e-05       2.27768
-42.9567       6.83119e-05       2.27768
-42.8367       6.85644e-05       2.27768
-42.7167       6.88186e-05       2.27768
-42.5967       6.90745e-05       2.27768
-42.4767       6.9332e-05       2.27768
-42.3567       6.95912e-05       2.27768
-42.2367       6.9852e-05       2.27768
-42.1167       7.01146e-05       2.27768
-41.9967       7.0379e-05       2.27768
-41.8767       7.0645e-05       2.27768
-41.7567       7.09128e-05       2.27768
-41.6367       7.11825e-05       2.27768
-41.5167       7.14539e-05       2.27768
-41.3967       7.17271e-05       2.27768
-41.2767       7.20022e-05       2.27768
-41.1567       7.22791e-05       2.27768
-41.0367       7.25579e-05       2.27768
-40.9167       7.28385e-05       2.27768
-40.7967       7.31211e-05       2.27768
-40.6767       7.34057e-05       2.27768
-40.5567       7.36922e-05       2.27768
-40.4367       7.39806e-05       2.27768
-40.3167       7.42711e-05       2.27768
-40.1967       7.45636e-05       2.27768
-40.0767       7.48581e-05       2.27768
-39.9567       7.51547e-05       2.27768
-39.8367       7.54533e-05       2.27768
-39.7167       7.57541e-05       2.27768
-39.5967       7.6057e-05       2.27768
-39.4767       7.6362e-05       2.27768
-39.3567       7.66693e-05       2.27768
-39.2367       7.69787e-05       2.27768
-39.1167       7.72904e-05       2.27768
-38.9967       7.76043e-05       2.27768
-38.8767       7.79205e-05       2.27768
-38.7567       7.8239e-05       2.27768
-38.6367       7.85598e-05       2.27768
-38.5167       7.8883e-05       2.27768
-38.3967       7.92085e-05       2.27768
-38.2767       7.95365e-05       2.27768
-38.1567       7.98669e-05       2.27768
-38.0367       8.01998e-05       2.27768
-37.9167       8.05352e-05       2.27768
-37.7967       8.08731e-05       2.27768
-37.6767       8.12135e-05       2.27768
-37.5567       8.15566e-05       2.27768
-37.4367       8.19022e-05       2.27768
-37.3167       8.22505e-05       2.27768
-37.1967       8.26015e-05       2.27768
-37.0767       8.29552e-05       2.27768
-36.9567       8.33117e-05       2.27768
-36.8367       8.36709e-05       2.27768
-36.7167       8.4033e-05       2.27768
-36.5967       8.43979e-05       2.27768
-36.4767       8.47657e-05       2.27768
-36.3567       8.51364e-05       2.27768
-36.2367       8.55101e-05       2.27768
-36.1167       8.58868e-05       2.27768
-35.9967       8.62665e-05       2.27768
-35.8767       8.66493e-05       2.27768
-35.7567       8.70352e-05       2.27768
-35.6367       8.74242e-05       2.27768
-35.5167       8.78165e-05       2.27768
-35.3967       8.8212e-05       2.27768
-35.2767       8.86108e-05       2.27768
-35.1567       8.90129e-05       2.27768
-35.0367       8.94184e-05       2.27768
-34.9167       8.98273e-05       2.27768
-34.7967       9.02397e-05       2.27768
-34.6767       9.06556e-05       2.27768
-34.5567       9.1075e-05       2.27768
-34.4367       9.14981e-05       2.27768
-34.3167       9.19248e-05       2.27768
-34.1967       9.23552e-05       2.27768
-34.0767       9.27894e-05       2.27768
-33.9567       9.32274e-05       2.27768
-33.8367       9.36693e-05       2.27768
-33.7167       9.41151e-05       2.27768
-33.5967       9.45648e-05       2.27768
-33.4767       9.50187e-05       2.27768
-33.3567       9.54766e-05       2.27768
-33.2367       9.59387e-05       2.27768
-33.1167       9.6405e-05       2.27768
-32.9967       9.68756e-05       2.27768
-32.8767       9.73505e-05       2.27768
-32.7567       9.78298e-05       2.27768
-32.6367       9.83137e-05       2.27768
-32.5167       9.88021e-05       2.27768
-32.3967       9.92951e-05       2.27768
-32.2767       9.97928e-05       2.27768
-32.1567       0.000100295       2.27768
-32.0367       0.000100803       2.27768
-31.9167       0.000101315       2.27768
-31.7967       0.000101832       2.27768
-31.6767       0.000102354       2.27768
-31.5567       0.000102882       2.27768
-31.4367       0.000103414       2.27768
-31.3167       0.000103952       2.27768
-31.1967       0.000104496       2.27768
-31.0767       0.000105045       2.27768
-30.9567       0.000105599       2.27768
-30.8367       0.000106159       2.27768
-30.7167       0.000106725       2.27768
-30.5967       0.000107297       2.27768
-30.4767       0.000107875       2.27768
-30.3567       0.000108459       2.27768
-30.2367       0.000109049       2.27768
-30.1167       0.000109645       2.27768
-29.9967       0.000110248       2.27768
-29.8767       0.000110858       2.27768
-29.7567       0.000111473       2.27768
-29.6367       0.000112096       2.27768
-29.5167       0.000112726       2.27768
-29.3967       0.000113362       2.27768
-29.2767       0.000114006       2.27768
-29.1567       0.000114657       2.27768
-29.0367       0.000115316       2.27768
-28.9167       0.000115982       2.27768
-28.7967       0.000116655       2.27768
-28.6767       0.000117337       2.27768
-28.5567       0.000118026       2.27768
-28.4367       0.000118724       2.27768
-28.3167       0.00011943       2.27768
-28.1967       0.000120144       2.27768
-28.0767       0.000120868       2.27768
-27.9567       0.000121599       2.27768
-27.8367       0.00012234       2.27768
-27.7167       0.00012309       2.27768
-27.5967       0.00012385       2.27768
-27.4767       0.000124619       2.27768
-27.3567       0.000125397       2.27768
-27.2367       0.000126186       2.27768
-27.1167       0.000126985       2.27768
-26.9967       0.000127794       2.27768
-26.8767       0.000128614       2.27768
-26.7567       0.000129444       2.27768
-26.6367       0.000130286       2.27768
-26.5167       0.000131139       2.27768
-26.3967       0.000132004       2.27768
-26.2767       0.00013288       2.27768
-26.1567       0.000133769       2.27768
-26.0367       0.00013467       2.27768
-25.9167       0.000135583       2.27768
-25.7967       0.00013651       2.27768
-25.6767       0.00013745       2.27768
-25.5567       0.000138403       2.27768
-25.4367       0.000139371       2.27768
-25.3167       0.000140352       2.27768
-25.1967       0.000141349       2.27768
-25.0767       0.00014236       2.27768
